sp,IPoIB,606.22
bt,ETH,557.23
sp,IB,481.79
lu,IPoIB,283.45
sp,ETH,861.31
ep,IB,37.07
cg,ETH,769.27
cg,IB,184.96
bt,IPoIB,688.03
lu,ETH,303.08
ep,ETH,37.35
mg,ETH,85.35
is,IB,10.49
ep,IPoIB,43.32
is,IPoIB,15.45
mg,IPoIB,34.21
bt,IB,414.08
ft,IB,146.15
ft,ETH,1586.70
lu,IB,225.94
ft,IPoIB,176.44
sp,IPoIB,601.71
mg,IB,34.51
ft,ETH,1583.93
ep,IPoIB,37.06
lu,ETH,304.03
cg,IPoIB,177.75
ep,ETH,37.28
ft,IB,143.45
mg,ETH,86.07
is,IPoIB,15.49
bt,IPoIB,690.56
sp,ETH,859.37
is,ETH,152.12
is,IB,10.69
cg,IB,182.90
sp,IB,483.08
lu,IB,223.51
lu,IPoIB,284.85
mg,IPoIB,35.45
ft,IPoIB,171.50
bt,ETH,559.78
bt,IB,413.95
ep,IB,37.16
cg,ETH,769.24
sp,IPoIB,596.37
bt,IB,415.48
bt,ETH,558.71
lu,ETH,302.26
sp,ETH,867.15
sp,IB,487.43
cg,ETH,771.00
lu,IPoIB,275.27
ft,ETH,1583.58
ft,IPoIB,164.55
cg,IPoIB,183.31
mg,IB,34.34
lu,IB,224.50
bt,IPoIB,694.53
mg,IPoIB,35.59
ep,ETH,37.36
is,IB,10.15
cg,IB,182.43
ep,IB,37.09
is,ETH,151.18
ep,IPoIB,39.25
ft,IB,143.80
is,IPoIB,15.49
mg,ETH,84.89
cg,IPoIB,187.73
is,IB,10.33
lu,IB,222.53
ft,IB,143.43
mg,IPoIB,34.38
bt,ETH,558.11
sp,IB,480.54
ep,IB,37.26
mg,IB,34.31
sp,IPoIB,592.86
cg,IB,185.34
sp,ETH,862.26
is,ETH,151.52
bt,IB,414.25
ep,IPoIB,38.79
is,IPoIB,13.43
lu,IPoIB,278.50
cg,ETH,772.95
ft,ETH,1583.64
lu,ETH,305.98
ft,IPoIB,170.27
bt,IPoIB,697.88
mg,ETH,86.44
ep,ETH,37.37
is,IB,10.63
mg,IB,35.20
bt,ETH,557.28
lu,IB,226.68
is,ETH,151.42
cg,IB,183.51
lu,IPoIB,275.90
sp,ETH,862.76
is,IPoIB,15.28
cg,ETH,769.87
ft,IB,144.47
ep,ETH,37.37
lu,ETH,306.13
ep,IPoIB,38.18
sp,IPoIB,602.70
bt,IB,414.76
ep,IB,37.18
bt,IPoIB,678.75
ft,ETH,1583.44
ft,IPoIB,174.67
sp,IB,480.38
mg,ETH,86.33
cg,IPoIB,181.90
mg,IPoIB,35.35
ft,IPoIB,172.06
ep,IPoIB,37.62
bt,ETH,561.88
ft,IB,143.29
mg,IB,33.87
sp,ETH,861.89
lu,IPoIB,289.57
ep,ETH,37.18
mg,ETH,84.96
mg,IPoIB,34.74
is,IPoIB,14.38
lu,IB,223.54
is,IB,10.81
bt,IPoIB,699.61
ep,IB,37.35
sp,IB,480.26
bt,IB,412.95
lu,ETH,305.44
cg,ETH,768.72
is,ETH,150.86
ft,ETH,1583.92
cg,IB,184.40
sp,IPoIB,584.70
cg,IPoIB,180.94
lu,IPoIB,269.01
mg,IB,36.30
bt,IPoIB,692.76
sp,IPoIB,607.89
sp,ETH,855.79
lu,ETH,309.58
ft,IPoIB,168.35
bt,IB,415.25
cg,IPoIB,179.43
is,ETH,151.00
mg,ETH,86.21
sp,IB,486.63
ft,ETH,1584.63
lu,IB,226.43
ep,IB,37.12
is,IPoIB,14.39
ft,IB,143.69
mg,IPoIB,34.91
is,IB,10.68
ep,ETH,37.52
ep,IPoIB,37.13
cg,IB,183.54
cg,ETH,770.53
bt,ETH,559.73
cg,IPoIB,182.76
ep,IB,37.14
sp,ETH,857.81
lu,ETH,305.74
is,ETH,151.67
ep,IPoIB,37.58
lu,IB,225.18
ft,ETH,1584.79
is,IPoIB,15.01
mg,ETH,83.05
bt,IPoIB,698.34
cg,ETH,767.00
bt,ETH,559.47
ft,IPoIB,178.79
sp,IPoIB,599.07
ep,ETH,37.51
ft,IB,144.83
is,IB,10.15
mg,IPoIB,35.71
cg,IB,184.32
lu,IPoIB,286.79
sp,IB,482.71
mg,IB,34.77
bt,IB,412.28
lu,ETH,308.11
sp,IB,481.84
ep,IPoIB,38.34
is,ETH,151.70
mg,IPoIB,34.85
mg,ETH,85.25
lu,IPoIB,275.79
sp,IPoIB,596.17
cg,IPoIB,181.46
mg,IB,35.28
cg,IB,182.22
sp,ETH,858.00
ft,IB,143.10
ft,ETH,1583.36
lu,IB,223.92
cg,ETH,778.32
bt,IB,413.64
is,IPoIB,13.77
ep,IB,37.29
is,IB,10.53
ft,IPoIB,173.99
bt,ETH,555.15
bt,IPoIB,700.42
ep,ETH,37.42
mg,IB,35.47
mg,IPoIB,34.67
lu,IB,224.42
sp,IB,482.97
ft,ETH,1585.02
lu,IPoIB,284.62
cg,IPoIB,191.08
is,IB,10.48
is,IPoIB,15.63
bt,IPoIB,694.43
sp,IPoIB,603.35
ep,IB,37.26
ft,IPoIB,167.06
bt,IB,413.77
cg,ETH,767.43
ep,ETH,37.33
cg,IB,183.94
is,ETH,151.12
mg,ETH,85.60
sp,ETH,863.81
ft,IB,143.68
lu,ETH,305.73
bt,ETH,556.18
ep,IPoIB,38.50
mg,ETH,86.72
mg,IB,34.84
cg,ETH,768.22
sp,IPoIB,606.78
ft,ETH,1584.50
mg,IPoIB,35.28
lu,IB,224.57
ft,IPoIB,164.49
ep,IB,37.40
bt,IPoIB,681.01
bt,IB,412.21
sp,IB,481.02
lu,ETH,311.23
is,IB,10.60
lu,IPoIB,281.40
ep,ETH,37.17
is,ETH,150.92
sp,ETH,856.83
ft,IB,144.05
ep,IPoIB,37.33
cg,IPoIB,182.25
cg,IB,185.21
bt,ETH,559.53
is,IPoIB,14.19
is,IB,10.37
sp,IPoIB,593.13
cg,ETH,772.24
cg,IB,181.90
lu,IPoIB,282.71
ep,IPoIB,36.94
is,IPoIB,13.79
ep,ETH,43.41
ft,IPoIB,172.85
sp,IB,485.66
ft,IB,166.66
cg,IPoIB,191.16
is,ETH,151.07
lu,ETH,305.42
lu,IB,223.56
ft,ETH,1584.79
sp,ETH,865.58
ep,IB,37.09
bt,ETH,559.36
bt,IPoIB,700.66
mg,IB,34.65
bt,IB,412.50
mg,IPoIB,34.74
mg,ETH,84.28
bt,ETH,563.74
bt,IB,414.77
lu,IPoIB,283.22
ep,ETH,37.52
ep,IPoIB,37.29
sp,IB,483.06
sp,ETH,860.74
sp,IPoIB,598.36
ft,ETH,1583.01
mg,ETH,86.20
cg,IB,182.80
ep,IB,37.37
ft,IB,144.46
bt,IPoIB,688.14
cg,ETH,771.62
ft,IPoIB,177.33
cg,IPoIB,182.03
lu,IB,223.78
mg,IPoIB,35.35
lu,ETH,303.23
is,ETH,151.75
is,IPoIB,14.98
is,IB,10.36
mg,IB,34.48
bt,IPoIB,697.07
ft,IB,143.80
ep,IPoIB,38.19
mg,IPoIB,34.43
mg,IB,35.16
sp,IPoIB,602.57
sp,IB,480.66
is,ETH,151.64
lu,IB,225.92
ep,IB,37.11
cg,IPoIB,179.95
ft,ETH,1585.23
bt,IB,415.19
ep,ETH,37.36
cg,ETH,770.90
lu,ETH,308.25
ft,IPoIB,178.93
cg,IB,184.47
lu,IPoIB,280.75
bt,ETH,557.44
is,IB,10.57
sp,ETH,857.99
mg,ETH,88.05
is,IPoIB,15.34
ep,IB,37.13
bt,IPoIB,693.94
mg,IPoIB,34.47
lu,IPoIB,277.26
sp,ETH,859.55
sp,IB,481.62
ep,IPoIB,44.48
is,IB,10.32
cg,IPoIB,182.09
bt,IB,411.88
ft,ETH,1585.56
lu,ETH,305.55
ft,IB,144.20
is,IPoIB,14.78
cg,IB,184.12
cg,ETH,771.88
sp,IPoIB,595.99
is,ETH,151.33
ep,ETH,37.36
bt,ETH,561.03
lu,IB,228.83
mg,ETH,88.22
ft,IPoIB,166.09
mg,IB,35.63
cg,IPoIB,183.28
ep,IB,37.22
ft,IB,143.54
is,ETH,151.20
is,IPoIB,14.02
bt,IPoIB,692.80
bt,ETH,558.84
sp,ETH,859.34
mg,IPoIB,34.69
lu,IB,223.95
ft,IPoIB,175.78
lu,IPoIB,279.49
mg,ETH,86.16
sp,IPoIB,604.23
cg,IB,181.39
is,IB,10.32
ep,IPoIB,37.56
ep,ETH,37.21
cg,ETH,774.28
lu,ETH,311.57
ft,ETH,1585.63
bt,IB,415.18
mg,IB,35.65
sp,IB,483.39
bt,ETH,561.77
ft,IB,144.20
is,IB,10.35
cg,ETH,769.52
ep,ETH,37.01
sp,IPoIB,594.53
ep,IPoIB,37.41
cg,IPoIB,180.23
mg,ETH,86.61
bt,IPoIB,691.68
ep,IB,37.50
bt,IB,412.15
cg,IB,182.81
lu,IPoIB,280.09
sp,ETH,864.71
sp,IB,485.00
mg,IB,34.53
mg,IPoIB,35.69
is,ETH,150.79
ft,IPoIB,168.68
lu,IB,224.07
lu,ETH,305.72
is,IPoIB,14.96
ft,ETH,1583.51
is,IPoIB,14.23
mg,IPoIB,34.30
sp,IPoIB,606.57
ep,IB,37.18
ft,ETH,1585.00
lu,ETH,307.89
mg,IB,35.09
ft,IPoIB,178.40
lu,IB,224.64
sp,ETH,860.07
lu,IPoIB,282.67
bt,ETH,557.62
sp,IB,482.28
mg,ETH,85.74
bt,IB,415.86
is,ETH,151.52
ep,ETH,37.13
cg,IPoIB,179.86
cg,IB,184.63
ft,IB,144.10
bt,IPoIB,672.70
cg,ETH,771.90
is,IB,10.49
ep,IPoIB,37.22
